OrphaCode,Name,DisorderType,ClassificationLevel,Definition
93441,Primary bone dysplasia with multiple joint dislocations,Clinical group,Group of disorders,"A rare rheumatologic disease characterized by bilateral morning stiffness which lasts > 45-60 min of duration associated with a subacute-onset of severe pain with active movements, typically affecting the shoulders, proximal upper limbs, neck and/or, less commonly, the pelvic girdle and proximal aspects of thighs, which are exacerbated with inactivity and improve progressively over the day. Muscle tenderness, peripheral synovitis, arthritis, carpal tunnel syndrome or distal tenosynovitis, as well as non-specific symptoms, such as fatigue, asthenia, malaise, low-grade fever, anorexia and weight loss, may be associated. Acute phase reactants (erythrocyte sedimentation rate, C-reactive protein) are increased."
93474,Scheie syndrome,Clinical subtype,Subtype of disorder,"Scheie syndrome is the mildest form of mucopolysaccharidosis type 1 (MPS1; see this term), a rare lysosomal storage disease, characterized by skeletal deformities and a delay in motor development."
93476,Hurler-Scheie syndrome,Clinical subtype,Subtype of disorder,"Hurler-Scheie syndrome is the intermediate form of mucopolysaccharidosis type 1 (MPS1; see this term) between the two extremes Hurler syndrome and Scheie syndrome (see these terms); it is a rare lysosomal storage disease, characterized by skeletal deformities and a delay in motor development."
93473,Hurler syndrome,Clinical subtype,Subtype of disorder,"Hurler syndrome is the most severe form of mucopolysaccharidosis type 1 (MPS1; see this term), a rare lysosomal storage disease, characterized by skeletal abnormalities, cognitive impairment, heart disease, respiratory problems, enlarged liver and spleen, characteristic facies and reduced life expectancy."
93399,Juvenile sialidosis type 2,Clinical subtype,Subtype of disorder,"Hurler syndrome is the most severe form of mucopolysaccharidosis type 1 (MPS1; see this term), a rare lysosomal storage disease, characterized by skeletal abnormalities, cognitive impairment, heart disease, respiratory problems, enlarged liver and spleen, characteristic facies and reduced life expectancy."
93398,Genochondromatosis type 2,Disease,Disorder,"Genochondromatosis type 2 is a rare genetic bone development disorder characterized by normal clavicles and symmetrical, generalized metaphyseal enchondromas, particularly in the distal femur, proximal humerus, and bones of the wrists, hands, and feet. Lesions regress later in life with growth cartilage obliteration. Clinical examination is normal and the course of the disease is benign."
93400,Congenital sialidosis type 2,Clinical subtype,Subtype of disorder,"Genochondromatosis type 2 is a rare genetic bone development disorder characterized by normal clavicles and symmetrical, generalized metaphyseal enchondromas, particularly in the distal femur, proximal humerus, and bones of the wrists, hands, and feet. Lesions regress later in life with growth cartilage obliteration. Clinical examination is normal and the course of the disease is benign."
599373,STXBP1-related encephalopathy,Disease,Disorder,"A rare genetic neurological disorder characterized by a phenotypic spectrum comprising severe intellectual disability, developmental delay, and, in the majority of cases, early-onset epilepsy. The most frequent seizure type are epileptic spasms, but a broad spectrum of seizure types has been reported. Motor disturbances include ataxia, hypotonia, dystonia, tremor, spasticity, and dyskinesia. Some patients may also present with autism/autistic-like features. Older patients have been reported to show signs of parkinsonism, including tremor, bradykinesia, and antecollis."
93403,Syndactyly type 2,Morphological anomaly,Disorder,"A rare non-syndromic syndactyly characterized by a distinctive combination of syndactyly and polydactyly, generally affecting the 3rd and 4th fingers and the 4th and 5th toes, bilaterally, with partial or complete reduplication of a digital ray within the syndactylous web. Additional features include 5th finger clinodactyly, camptodactyly and/or brachydactyly."
599376,Hypomyelination of early myelinating structures,Disease,Disorder,"A rare non-syndromic syndactyly characterized by a distinctive combination of syndactyly and polydactyly, generally affecting the 3rd and 4th fingers and the 4th and 5th toes, bilaterally, with partial or complete reduplication of a digital ray within the syndactylous web. Additional features include 5th finger clinodactyly, camptodactyly and/or brachydactyly."
93402,Syndactyly type 1,Morphological anomaly,Disorder,"A rare non-syndromic syndactyly characterized by complete or partial webbing between the 3rd and 4th fingers and/or the 2nd and 3rd toes. Other digits may be involved occasionally. The phenotype varies widely within and between families, sometimes only the hands are affected and sometimes only the feet. Webbing between fingers may be associated with bony fusion of the distal phalanges."
93405,Syndactyly type 4,Morphological anomaly,Disorder,"A rare non-syndromic syndactyly characterized by complete bilateral cutaneous fusion of all fingers, frequently associated with polydactyly (usually involving six digits and six metacarpals). Phalanges may fuse as a conglomerate mass of bones. Feet are occasionally affected."
599418,Hereditary angioedema with normal C1Inh not related to F12 or PLG variant,Clinical subtype,Subtype of disorder,"A rare non-syndromic syndactyly characterized by complete bilateral cutaneous fusion of all fingers, frequently associated with polydactyly (usually involving six digits and six metacarpals). Phalanges may fuse as a conglomerate mass of bones. Feet are occasionally affected."
93404,Syndactyly type 3,Morphological anomaly,Disorder,"A rare non-syndromic syndactyly characterized by complete and bilateral syndactyly between the 4th and 5th fingers. In most cases, it is a soft tissue syndactyly, but occasionally the distal phalanges may be fused. The middle phalanx of the fifth finger is usually hypoplastic, and the feet are not affected."
599480,Acquired hemophilia A,Disease,Disorder,"A rare non-syndromic syndactyly characterized by complete and bilateral syndactyly between the 4th and 5th fingers. In most cases, it is a soft tissue syndactyly, but occasionally the distal phalanges may be fused. The middle phalanx of the fifth finger is usually hypoplastic, and the feet are not affected."
599485,Acquired hemophilia B,Disease,Disorder,"A rare non-syndromic syndactyly characterized by complete and bilateral syndactyly between the 4th and 5th fingers. In most cases, it is a soft tissue syndactyly, but occasionally the distal phalanges may be fused. The middle phalanx of the fifth finger is usually hypoplastic, and the feet are not affected."
93406,Syndactyly type 5,Morphological anomaly,Disorder,"A rare non-syndromic syndactyly characterized by soft tissue syndactyly of the 3rd and 4th fingers and the 2nd and 3rd toes associated with metacarpal and metatarsal fusion of the 4th and 5th digits. Shortening of fused metacarpals, ulnar deviation of fingers, interdigital cleft, camptodactyly, short distal phalanges, and absent distal interphalangeal creases have also been reported."
599490,Acquired factor V deficiency,Disease,Disorder,"A rare non-syndromic syndactyly characterized by soft tissue syndactyly of the 3rd and 4th fingers and the 2nd and 3rd toes associated with metacarpal and metatarsal fusion of the 4th and 5th digits. Shortening of fused metacarpals, ulnar deviation of fingers, interdigital cleft, camptodactyly, short distal phalanges, and absent distal interphalangeal creases have also been reported."
93409,"Brachydactyly-syndactyly, Zhao type",Malformation syndrome,Disorder,"Brachydactyly-syndactyly, Zhao type is a recently described syndrome associating a brachydactyly type A4 (short middle phalanges of the 2nd and 5th fingers and absence of middle phalanges of the 2nd to 5th toes) and a syndactyly of the 2nd and 3rd toes. Metacarpals and metatarsals anomalies are common."
599495,Acquired factor VII deficiency,Disease,Disorder,"Brachydactyly-syndactyly, Zhao type is a recently described syndrome associating a brachydactyly type A4 (short middle phalanges of the 2nd and 5th fingers and absence of middle phalanges of the 2nd to 5th toes) and a syndactyly of the 2nd and 3rd toes. Metacarpals and metatarsals anomalies are common."
